iter	Logloss
487	0.4709790951
488	0.470824841
489	0.4707776368
490	0.4706093464
491	0.470404238
492	0.4702610718
493	0.4701441495
494	0.4700175433
495	0.4699432062
496	0.4697768289
497	0.4697095229
498	0.4695988387
499	0.4694783874
500	0.4693675879
501	0.4692224763
502	0.4690347329
503	0.468951998
504	0.468812185
505	0.4686196201
506	0.4684406809
507	0.4683137436
508	0.4682173517
509	0.4680892362
510	0.4678955518
511	0.4678078019
512	0.4675769256
513	0.4674631286
514	0.4672168336
515	0.4670358929
516	0.4669349997
517	0.4666880509
518	0.4665249138
519	0.4663150473
520	0.4662071007
521	0.4660430305
522	0.4658440595
523	0.4656989577
524	0.4655196096
525	0.4653734985
526	0.465269529
527	0.4651389058
528	0.465005317
529	0.4648984807
530	0.464659469
531	0.4644376818
532	0.4643571031
533	0.46420597
534	0.4640904962
535	0.4640168604
536	0.463863399
537	0.4637586926
538	0.4636552787
539	0.4635052317
540	0.4634115624
541	0.4632072099
542	0.463197027
543	0.463061396
544	0.4629249621
545	0.4627348172
546	0.4624915146
547	0.4623439829
548	0.4621429846
549	0.4620333063
550	0.4620285449
551	0.4619252987
552	0.4618127666
553	0.4616335139
554	0.4614979598
555	0.4614889011
556	0.4613380806
557	0.4610913009
558	0.4609342941
559	0.4609219722
560	0.4608551673
561	0.4608036577
562	0.460795132
563	0.4605621875
564	0.4602834339
565	0.4601500742
566	0.4600463485
567	0.4599294628
568	0.4598473993
569	0.4597236378
570	0.459624855
571	0.4594603203
572	0.4592335828
573	0.4591204231
574	0.4589350971
575	0.4587222285
576	0.4585953079
577	0.4584035287
578	0.4582179557
579	0.4581382835
580	0.4579538985
581	0.4579025588
582	0.4577580222
583	0.4575745136
584	0.4574344462
585	0.4573376643
586	0.4571117994
587	0.456925067
588	0.4567968713
589	0.4566523683
590	0.4565311245
591	0.4564513668
592	0.4562218458
593	0.4560769463
594	0.4558935158
595	0.4557949331
596	0.4556478662
597	0.455531389
598	0.4554406308
599	0.4553760668
600	0.4552005448
601	0.4550490511
602	0.4549306863
603	0.4548496161
604	0.4546873268
605	0.4545541779
606	0.4544381247
607	0.4542829274
608	0.4541320702
609	0.4540164023
610	0.4537871747
611	0.4536388869
612	0.453484145
613	0.4533123893
614	0.4531325945
615	0.4530781094
616	0.4527947973
617	0.4527853376
618	0.4525466135
619	0.4523792215
620	0.4522361389
621	0.4521644322
622	0.4521466289
623	0.4518698227
624	0.4516741665
625	0.4515638286
626	0.4514991681
627	0.4513871669
628	0.4512332332
629	0.451124028
630	0.4510253371
631	0.4508413451
632	0.4507520223
633	0.4506001753
634	0.4505087101
635	0.4503543159
636	0.4501122366
637	0.4500343465
638	0.4498896184
639	0.4497415699
640	0.4496331462
641	0.4494405549
642	0.4492536497
643	0.4491076624
644	0.4488408683
645	0.4486447515
646	0.4484871035
647	0.4484237341
648	0.4481880509
649	0.4480682031
650	0.4478176923
651	0.4476823517
652	0.4474359852
653	0.4472004538
654	0.4470620043
655	0.4468928342
656	0.4467940187
657	0.4466892598
658	0.4465158694
659	0.4464572926
660	0.446384349
661	0.4462048337
662	0.446025502
663	0.4458700334
664	0.4456784789
665	0.4455537824
666	0.4454497657
667	0.4453488341
668	0.4452633137
669	0.4450032525
670	0.4449092452
671	0.4447001964
672	0.4445856497
673	0.444470612
674	0.4442564828
675	0.4440026669
676	0.4438651034
677	0.4437113854
678	0.4435399118
679	0.4434254426
680	0.4432985329
681	0.4432220679
682	0.4430572234
683	0.4429369972
684	0.4427960351
685	0.4426807237
686	0.4424768316
687	0.4423450757
688	0.4421518633
689	0.4420385252
690	0.4418885652
691	0.4417958292
692	0.441674201
693	0.4415282631
694	0.4413621868
695	0.4412229734
696	0.441120326
697	0.4410152591
698	0.4407819892
699	0.4406192233
700	0.4404738291
701	0.4403053946
702	0.4401545308
703	0.4399407492
704	0.439935327
705	0.4398241166
706	0.4396662331
707	0.439522896
708	0.4393817029
709	0.4393253524
710	0.4391391201
711	0.4390213975
712	0.4387050498
713	0.438504372
714	0.4383859421
715	0.4381844157
716	0.4380577834
717	0.4379479505
718	0.4378012143
719	0.4376335125
720	0.4374336419
721	0.4373407343
722	0.4372639208
723	0.4371055134
724	0.437049169
725	0.4368784282
726	0.4367348962
727	0.4367123868
728	0.4365897892
729	0.4364528285
730	0.4363528484
731	0.4361622854
732	0.4359554928
733	0.4358365837
734	0.4356543388
735	0.4354997408
736	0.4352428413
737	0.4350665695
738	0.4348664612
739	0.4347298682
740	0.4345892365
741	0.4344732973
742	0.4343606828
743	0.4342157976
744	0.4340000232
745	0.4337462104
746	0.4336151055
747	0.4333120391
748	0.4332387284
749	0.4330016183
750	0.432838845
751	0.432731455
752	0.4325065347
753	0.4324027
754	0.4322917824
755	0.432201882
756	0.4321942056
757	0.4320458267
758	0.4318895807
759	0.4318373571
760	0.4316146667
761	0.4315077517
762	0.4313880199
763	0.4313532476
764	0.4312918342
765	0.4311963791
766	0.4310470967
767	0.4307707385
768	0.430560066
769	0.4305481971
770	0.4304070771
771	0.4303642257
772	0.4301208126
773	0.4299623946
774	0.4297439779
775	0.4295951256
776	0.4293724734
777	0.4291314276
778	0.4289969859
779	0.4287869354
780	0.4286845874
781	0.4286765478
782	0.4284839095
783	0.428305826
784	0.4280786289
785	0.4278142768
786	0.4276946788
787	0.4275794498
788	0.4274003165
789	0.4273310326
790	0.4271882278
791	0.4270261468
792	0.4269672235
793	0.4268149458
794	0.4266735769
795	0.4265505859
796	0.4263175478
797	0.4260249279
798	0.425933522
799	0.4257932904
800	0.4256211748
801	0.425458558
802	0.4252846111
803	0.4250921875
804	0.4248905973
805	0.4246959077
806	0.424533537
807	0.4244066927
808	0.4242590452
809	0.4240950375
810	0.4239172447
811	0.4237427659
812	0.4236492257
813	0.4235270748
814	0.423353032
815	0.4232225033
816	0.423033841
817	0.4228730374
818	0.4228292635
819	0.4226614121
820	0.4225027017
821	0.4223756488
822	0.4221792486
823	0.4220394121
824	0.4220325235
825	0.421925403
826	0.4219109341
827	0.4217231768
828	0.4214771712
829	0.4213553906
830	0.421249957
831	0.4210841615
832	0.4209875221
833	0.4208383557
834	0.4206989957
835	0.4205260689
836	0.4203754658
837	0.4201595138
838	0.4199047967
839	0.4197246342
840	0.4197185116
841	0.4196390714
842	0.4196134873
843	0.4195165655
844	0.4194917182
845	0.4193390366
846	0.4192255331
847	0.4191453489
848	0.4189732939
849	0.4187940979
850	0.4185882963
851	0.4185013102
852	0.4183476371
853	0.4181896696
854	0.4181005794
855	0.4178922587
856	0.4177351338
857	0.417582018
858	0.4174081089
859	0.4172677363
860	0.4171078244
861	0.4170974493
862	0.4170925017
863	0.4169195924
864	0.4168215686
865	0.4166018376
866	0.4164065873
867	0.4162445828
868	0.4161120954
869	0.4160278948
870	0.4159157779
871	0.4159083651
872	0.4156849889
873	0.4155875804
874	0.415559874
875	0.4155030844
876	0.4153626716
877	0.4152987351
878	0.4151478185
879	0.4149479498
880	0.4148253346
881	0.4146477857
882	0.4144432996
883	0.4143441075
884	0.4142022449
885	0.4141019266
886	0.4139754905
887	0.4139170616
888	0.4137572981
889	0.4136092535
890	0.4134277393
891	0.413422427
892	0.413290852
893	0.4132198827
894	0.4131027599
895	0.4129075755
896	0.4127715062
897	0.4126603726
898	0.4125421469
899	0.4124014303
900	0.4122889048
901	0.4121678317
902	0.4119710736
903	0.4118013424
904	0.4116238917
905	0.4114701932
906	0.4114593918
907	0.4113963262
908	0.411197547
909	0.4111928035
910	0.410925328
911	0.4109200446
912	0.4108229599
913	0.4106430381
914	0.4104457982
915	0.4103364817
916	0.4103243017
917	0.4102332367
918	0.4101131692
919	0.4101068827
920	0.4100249537
921	0.409909515
922	0.4099043818
923	0.409835301
924	0.4097173187
925	0.4094881302
926	0.4093512436
927	0.4092350315
928	0.4089857591
929	0.4088051399
930	0.4086780672
931	0.4085159102
932	0.4083034448
933	0.4081222932
934	0.4079824446
935	0.4079773884
936	0.407824073
937	0.4077102989
938	0.407595143
939	0.4074939461
940	0.4073880414
941	0.4072760008
942	0.4071444224
943	0.4069421931
944	0.4068457783
945	0.4067585955
946	0.4066313489
947	0.4065050894
948	0.4064016155
949	0.4062785069
950	0.4062727851
951	0.4061755887
952	0.4059909849
953	0.4057622382
954	0.4055431936
955	0.4054101119
956	0.405255699
957	0.4051218484
958	0.4051097594
959	0.4050322574
960	0.4049694454
961	0.4047801582
962	0.4047736442
963	0.4047498106
964	0.4047016639
965	0.4045973655
966	0.4043436157
967	0.4041966885
968	0.4040946699
969	0.4040039255
970	0.4039997365
971	0.4039095965
972	0.4037999864
973	0.4036608028
974	0.4035407738
975	0.4033832159
976	0.4033038991
977	0.4032312931
978	0.4030389541
979	0.4030290058
980	0.4028943876
981	0.4027711966
982	0.402705473
983	0.4025888928
984	0.4023579016
985	0.4021825209
986	0.4020571104
987	0.401818431
988	0.4017243719
989	0.4016270371
990	0.401496131
991	0.401492084
992	0.4012468088
993	0.4011504406
994	0.40104556
995	0.400974068
996	0.4008812389
997	0.4008549338
998	0.4007968145
999	0.4006501101
1000	0.4005621908
1001	0.4005587654
1002	0.4003974161
1003	0.4002447569
1004	0.400190264
1005	0.4000538469
1006	0.3999542544
1007	0.3999483298
1008	0.3998818453
1009	0.3997586631
1010	0.3996648434
1011	0.3994402794
1012	0.3993516052
1013	0.3992446851
1014	0.3991708389
1015	0.399057349
1016	0.3989048344
1017	0.3988415914
1018	0.3987342881
1019	0.398691341
1020	0.3985739146
1021	0.3984520292
1022	0.3984482261
1023	0.3984427704
1024	0.398399329
1025	0.3983953369
1026	0.3982572982
1027	0.3981702703
1028	0.3979830224
1029	0.3977922972
1030	0.3975833191
1031	0.3974242278
1032	0.397232441
1033	0.3970661831
1034	0.3969813117
1035	0.3968710416
1036	0.3967246031
1037	0.3966688132
1038	0.3965562204
1039	0.3964732317
1040	0.3963137861
1041	0.3960590231
1042	0.3958973396
1043	0.3957371079
1044	0.3956219831
1045	0.3955106475
1046	0.3954451645
1047	0.3953443102
1048	0.3950882456
1049	0.3950831839
1050	0.3949213591
1051	0.394852259
1052	0.3947292352
1053	0.3946244991
1054	0.3944449104
1055	0.3943221488
1056	0.3942675676
1057	0.394132224
1058	0.3939912047
1059	0.3938102002
1060	0.3936868056
1061	0.3936171435
1062	0.3935433881
1063	0.3934533116
1064	0.3933387205
1065	0.3931938618
1066	0.393052467
1067	0.392940498
1068	0.3928595852
1069	0.3928101382
1070	0.3927246439
1071	0.3926775914
1072	0.3925222689
1073	0.3925112223
1074	0.3923333637
1075	0.3921859491
1076	0.3921195019
1077	0.3919907065
1078	0.3918576009
1079	0.3917389279
1080	0.3916214936
1081	0.3914301792
1082	0.3912297029
1083	0.3911120993
1084	0.3910312119
1085	0.390879217
1086	0.3908751524
1087	0.3906795314
1088	0.3905158874
1089	0.3904451895
1090	0.3903170929
1091	0.3902789456
1092	0.3901851838
1093	0.3900902312
1094	0.3899720744
1095	0.3897836248
1096	0.3897802122
1097	0.3896721634
1098	0.3895458691
1099	0.389463618
1100	0.3892679729
1101	0.3891400932
1102	0.3890362194
1103	0.388963783
1104	0.3888664313
1105	0.3887628619
1106	0.3885937809
1107	0.3884612453
1108	0.3882829954
1109	0.3882258085
1110	0.3880845518
1111	0.3879863032
1112	0.3878260532
1113	0.3876768591
1114	0.3876290249
1115	0.387453505
1116	0.3872913167
1117	0.3872273873
1118	0.3870982089
1119	0.3870149164
1120	0.386959015
1121	0.3868714699
1122	0.3867110459
1123	0.3865903052
1124	0.3864516936
1125	0.3862679267
1126	0.3861550665
1127	0.3860781743
1128	0.3859951622
1129	0.385866774
1130	0.3858246
1131	0.3856615651
1132	0.3854558986
1133	0.3853179995
1134	0.3852270498
1135	0.3850807564
1136	0.3849085726
1137	0.3847030986
1138	0.384583417
1139	0.3845273651
1140	0.3844065062
1141	0.3844031658
1142	0.3842712863
1143	0.3841934195
1144	0.3840647241
1145	0.3839292989
1146	0.3839252502
1147	0.3838005481
1148	0.3836362034
1149	0.383459654
1150	0.3833749409
1151	0.3831609073
1152	0.3829979564
1153	0.3828523818
1154	0.3827935453
1155	0.3827505072
1156	0.38269314
1157	0.3826022929
1158	0.3824766894
1159	0.3823938276
1160	0.3822980286
1161	0.3822025706
1162	0.3819737718
1163	0.381843801
1164	0.3817260977
1165	0.3815519704
1166	0.381527256
1167	0.3814543103
1168	0.3813401082
1169	0.3812579978
1170	0.3811770115
1171	0.3810972193
1172	0.38098179
1173	0.3807731258
1174	0.3805624871
1175	0.3804763599
1176	0.3803880639
1177	0.3803287011
1178	0.3802537006
1179	0.3801648547
1180	0.380058145
1181	0.3799986157
1182	0.3798449332
1183	0.3797640758
1184	0.3796407239
1185	0.3794742078
1186	0.3793604925
1187	0.3792040119
1188	0.3790700466
1189	0.3790674284
1190	0.378949744
1191	0.3787675036
1192	0.3786221105
1193	0.3785289418
1194	0.3785037557
1195	0.378461657
1196	0.3783230171
1197	0.378215325
1198	0.3781297687
1199	0.3780075308
1200	0.377824084
1201	0.3777048951
1202	0.3777016316
1203	0.3775504678
1204	0.3774336783
1205	0.3772844057
1206	0.3771260356
1207	0.3770172477
1208	0.3768923059
1209	0.3768294066
1210	0.376682523
1211	0.3766796386
1212	0.3765474048
1213	0.3764341352
1214	0.376326964
1215	0.3762296985
1216	0.3760273028
1217	0.3758581927
1218	0.3757700727
1219	0.3757077404
1220	0.3755722486
1221	0.3754219615
1222	0.3752889525
1223	0.3750670273
1224	0.3749705186
1225	0.374851981
1226	0.3748474742
1227	0.374707164
1228	0.3746059464
1229	0.3745741464
1230	0.3744692757
1231	0.3743237405
1232	0.3742223742
1233	0.3740986661
1234	0.3739239893
1235	0.3738080253
1236	0.3736761203
1237	0.37353221
1238	0.373408265
1239	0.3733365426
1240	0.3732609184
1241	0.3731584407
1242	0.3731564113
1243	0.3730500579
1244	0.3729808573
1245	0.3728466885
1246	0.3726930026
1247	0.3726072824
1248	0.3725272862
1249	0.3724431966
1250	0.3722954252
1251	0.3721554694
1252	0.3720887515
1253	0.3719144439
1254	0.371848967
1255	0.371830026
1256	0.3717792237
1257	0.3716070905
1258	0.3716016809
1259	0.3715276854
1260	0.3713918025
1261	0.3713161989
1262	0.371248933
1263	0.3712004553
1264	0.3710800557
1265	0.3709332359
1266	0.3708303965
1267	0.3707249693
1268	0.3706021032
1269	0.3704573661
1270	0.3702902335
1271	0.3702865685
1272	0.3702203664
1273	0.3701267744
1274	0.3700432336
1275	0.369899365
1276	0.3697919709
1277	0.3695889949
1278	0.369565154
1279	0.369371445
1280	0.3692897453
1281	0.3691946239
1282	0.3690353488
1283	0.3689710397
1284	0.3689056274
1285	0.3688381291
1286	0.368700073
1287	0.3686487693
1288	0.3685317088
1289	0.3684354391
1290	0.3683232948
1291	0.3682782668
1292	0.3681786134
1293	0.3681020365
1294	0.3679962752
1295	0.3679729171
1296	0.3678300673
1297	0.3676769804
1298	0.3676705263
1299	0.3675677116
1300	0.3674911281
1301	0.3673888744
1302	0.3672209624
1303	0.3671218635
1304	0.3669631231
1305	0.3669009491
1306	0.3668441173
1307	0.3666821754
1308	0.3665878471
1309	0.366521655
1310	0.3664205375
1311	0.3662855505
1312	0.3661426212
1313	0.3659844933
1314	0.3658695236
1315	0.3657690342
1316	0.365617869
1317	0.3654142955
1318	0.3653069088
1319	0.365203409
1320	0.3651220406
1321	0.3650118533
1322	0.3648231796
1323	0.3647219113
1324	0.3646240813
1325	0.364478162
1326	0.3643931482
1327	0.3643118717
1328	0.3642284343
1329	0.3641524246
1330	0.3640773931
1331	0.3638997615
1332	0.3638181497
1333	0.3637249356
1334	0.3636301598
1335	0.363388093
1336	0.363210548
1337	0.363078866
1338	0.363001889
1339	0.3628926694
1340	0.3627921089
1341	0.362731282
1342	0.3625659205
1343	0.362458511
1344	0.3622966358
1345	0.362282975
1346	0.3622753092
1347	0.362152766
1348	0.3621026457
1349	0.3620031927
1350	0.3619025633
1351	0.36175294
1352	0.3616550232
1353	0.3615742213
1354	0.3614687285
1355	0.3614440823
1356	0.3612833685
1357	0.361239672
1358	0.361065067
1359	0.3610003316
1360	0.360994281
1361	0.3609095563
1362	0.3607741855
1363	0.3607716682
1364	0.3607037809
1365	0.3605975429
1366	0.3604677426
1367	0.3603593484
1368	0.3602051063
1369	0.3600637352
1370	0.3599728864
1371	0.3598899698
1372	0.3598136755
1373	0.3596635664
1374	0.3596002855
1375	0.3594520066
1376	0.3593632775
1377	0.3592024792
1378	0.359091576
1379	0.3590525392
1380	0.3590040772
1381	0.3588715218
1382	0.3587527631
1383	0.3586623792
1384	0.3586238597
1385	0.3586194141
1386	0.3585354548
1387	0.3584220092
1388	0.3582668436
1389	0.3581376685
1390	0.358072203
1391	0.3579360114
1392	0.3578448006
1393	0.3577316801
1394	0.3576521547
1395	0.3575451362
1396	0.3574098938
1397	0.3573685451
1398	0.3573160977
1399	0.3572406373
1400	0.3571141114
1401	0.3570070823
1402	0.3568854751
1403	0.3567446891
1404	0.3566547203
1405	0.3565872225
1406	0.3565018078
1407	0.3563513646
1408	0.3562636318
1409	0.3561739071
1410	0.3560620971
1411	0.3558899197
1412	0.3558178478
1413	0.3557237174
1414	0.3556258798
1415	0.3555280197
1416	0.3554628184
1417	0.3553861194
1418	0.3552988808
1419	0.3552966412
1420	0.3552138467
1421	0.3550218965
1422	0.3549173984
1423	0.3548410439
1424	0.3547518402
1425	0.3546547073
1426	0.3545649463
1427	0.3544686559
1428	0.3543938239
1429	0.3543900785
1430	0.3543214836
1431	0.3542548569
1432	0.3541649047
1433	0.354091748
1434	0.3539634267
1435	0.3539167095
1436	0.3538433781
1437	0.3537282596
1438	0.3536250158
1439	0.3536157704
1440	0.3534558618
1441	0.3533569256
1442	0.3533543779
1443	0.3533233569
1444	0.3532238365
1445	0.3531563764
1446	0.3530795782
1447	0.3529469248
1448	0.3528998238
1449	0.3527445038
1450	0.3526419435
1451	0.3525427394
1452	0.3524535733
1453	0.3523348398
1454	0.3523326077
1455	0.352186693
1456	0.3520856952
1457	0.3519556556
1458	0.3518685751
1459	0.3517615443
1460	0.3517156996
1461	0.3516025782
1462	0.3514339343
1463	0.3513761179
1464	0.3512682879
1465	0.3511421126
1466	0.3510224812
1467	0.3509978849
1468	0.3508628606
1469	0.3507696785
1470	0.3506654514
1471	0.3505640345
1472	0.3504640314
1473	0.3503013509
1474	0.3502189895
1475	0.3501725733
1476	0.3500306062
1477	0.3499399602
1478	0.3499376123
1479	0.3498361361
1480	0.3498002927
1481	0.3496863567
1482	0.3496367265
1483	0.3495238448
1484	0.3494334653
1485	0.3493897577
1486	0.3493413326
1487	0.3492459422
1488	0.3491328951
1489	0.3489176205
1490	0.3488396905
1491	0.3488384902
1492	0.3487748814
1493	0.3487043532
1494	0.348623188
1495	0.348503247
1496	0.3484051994
1497	0.3482726001
1498	0.3481857902
1499	0.3480630795
